Club,Saison,Numero,Joueur,Nationalite,Postes,Note
Chelsea,2011-2012,16,Raul Meireles,Portugal,MDC|MC,81
Chelsea,2012-2013,8,Frank Lampard,England,MC|MOC|MDC,81
Chelsea,2012-2013,7,Ramires,Brazil,MC|MD|MDC,81
Chelsea,2013-2014,2,Branislav Ivanovic,Serbia,DC|DD,81
Chelsea,2013-2014,7,Ramires,Brazil,MC|MD|MDC,81
Chelsea,2013-2014,21,Nemanja Matic,Serbia,MDC,81
Chelsea,2013-2014,15,Kevin De Bruyne,Belgium,MOC,81
Chelsea,2014-2015,24,Gary Cahill,England,DC,81
Chelsea,2014-2015,2,Branislav Ivanovic,Serbia,DC|DD,81
Chelsea,2015-2016,2,Branislav Ivanovic,Serbia,DC|DD,81
Chelsea,2015-2016,24,Gary Cahill,England,DC,81
Chelsea,2015-2016,26,John Terry,England,DC,81
Chelsea,2015-2016,28,Cesar Azpilicueta,Spain,DD,81
Chelsea,2017-2018,3,Marcos Alonso,Spain,DG,81
Chelsea,2017-2018,2,Antonio Rudiger,Germany,DC,81
Chelsea,2018-2019,9,Alvaro Morata,Spain,BU,81
Chelsea,2020-2021,10,Christian Pulisic,United States,MG,81
Chelsea,2020-2021,13,Kepa Arrizabalaga,Spain,G,81
Chelsea,2021-2022,22,Hakim Ziyech,Morocco,MD,81
Chelsea,2024-2025,24,Reece James,England,DD,81
Chelsea,2025-2026,24,Reece James,England,DD,81
Chelsea,2025-2026,7,Pedro Neto,Portugal,MD,81
Chelsea,2005-2006,18,Wayne Bridge,England,DG,80
Chelsea,2007-2008,24,Shaun Wright-Phillips,England,MD,80
Chelsea,2009-2010,21,Salomon Kalou,Ivory Coast,BU|AG|MG,80
Chelsea,2010-2011,21,Salomon Kalou,Ivory Coast,BU|AG|MG,80
Chelsea,2011-2012,12,John Obi Mikel,Nigeria,MC|MDC,80
Chelsea,2011-2012,23,Daniel Sturridge,England,AD|BU,80
Chelsea,2011-2012,4,David Luiz,Brazil,DC|MDC,80
Chelsea,2012-2013,15,Florent Malouda,France,MG|AG,80
Chelsea,2012-2013,16,Raul Meireles,Portugal,MDC|MC,80
Chelsea,2012-2013,24,Gary Cahill,England,DC,80
Chelsea,2012-2013,23,Daniel Sturridge,England,AD|BU,80
Chelsea,2012-2013,4,David Luiz,Brazil,DC|MDC,80
Chelsea,2013-2014,8,Frank Lampard,England,MC|MOC|MDC,80
Chelsea,2013-2014,24,Gary Cahill,England,DC,80
Chelsea,2014-2015,18,Loic Remy,France,BU,80
Chelsea,2015-2016,18,Loic Remy,France,BU,80
Chelsea,2017-2018,15,Victor Moses,Nigeria,MD,80
Chelsea,2018-2019,24,Gary Cahill,England,DC,80
Chelsea,2018-2019,27,Ross Barkley,England,MOC,80
Chelsea,2019-2020,11,Christian Pulisic,United States,MG,80
Chelsea,2019-2020,3,Marcos Alonso,Spain,DG,80
Chelsea,2020-2021,21,Ben Chilwell,England,DG,80
Chelsea,2021-2022,10,Christian Pulisic,United States,MG,80
Chelsea,2022-2023,21,Ben Chilwell,England,DG,80
Chelsea,2023-2024,6,Thiago Silva,Brazil,DC,80
Chelsea,2024-2025,7,Pedro Neto,Portugal,MD,80
Chelsea,2025-2026,15,Nicolas Jackson,Senegal,BU,80
Chelsea,2025-2026,6,Levi Colwill,England,DC,80
Chelsea,2008-2009,21,Salomon Kalou,Ivory Coast,BU|AG|MG,79
Chelsea,2010-2011,10,Yossi Benayoun,Israel,MOC,79
Chelsea,2010-2011,7,Ramires,Brazil,MC|MD|MDC,79
Chelsea,2014-2015,28,Cesar Azpilicueta,Spain,DD,79
Chelsea,2016-2017,3,Marcos Alonso,Spain,DG,79
Chelsea,2016-2017,5,Jorginho,Italy,MDC,79
Chelsea,2016-2017,15,Victor Moses,Nigeria,MD,79
Chelsea,2016-2017,26,John Terry,England,DC,79
Chelsea,2017-2018,12,Tiemoue Bakayoko,France,MDC,79
Chelsea,2018-2019,15,Victor Moses,Nigeria,MD,79
Chelsea,2020-2021,3,Marcos Alonso,Spain,DG,79
Chelsea,2020-2021,19,Mason Mount,England,MOC,79
Chelsea,2022-2023,3,Marc Cucurella,Spain,DG,79
Chelsea,2022-2023,4,Wesley Fofana,France,DC,79
Chelsea,2023-2024,4,Wesley Fofana,France,DC,79
Chelsea,2023-2024,21,Ben Chilwell,England,DG,79
Chelsea,2023-2024,17,Moises Caicedo,Ecuador,MDC,79
Chelsea,2024-2025,4,Wesley Fofana,France,DC,79
Chelsea,2024-2025,21,Marc Cucurella,Spain,DG,79
Chelsea,2024-2025,15,Nicolas Jackson,Senegal,BU,79
Chelsea,2025-2026,11,Noni Madueke,England,MD,79
Chelsea,2025-2026,16,Wesley Fofana,France,DC,79
Chelsea,2025-2026,30,Robert Sanchez,Spain,G,79
Chelsea,2004-2005,30,Tiago,Portugal,MC,78
Chelsea,2004-2005,3,Celestine Babayaro,Nigeria,DG,78
Chelsea,2007-2008,3,Ashley Cole,England,DG,78
Chelsea,2008-2009,2,Branislav Ivanovic,Serbia,DC|DD,78
Chelsea,2019-2020,29,Kurt Zouma,France,DC,78
Chelsea,2021-2022,3,Marcos Alonso,Spain,DG,78
Chelsea,2022-2023,20,Christian Pulisic,United States,MG,78
Chelsea,2023-2024,8,Mykhailo Mudryk,Ukraine,AG,78
Chelsea,2023-2024,3,Marc Cucurella,Spain,DG,78
Chelsea,2023-2024,13,Robert Sanchez,Spain,G,78
Chelsea,2023-2024,28,Cesar Azpilicueta,Spain,DD,78
Chelsea,2024-2025,11,Noni Madueke,England,MD,78
Chelsea,2024-2025,6,Levi Colwill,England,DC,78
Chelsea,2024-2025,12,Robert Sanchez,Spain,G,78
Chelsea,2025-2026,26,Malo Gusto,France,DD,78
Chelsea,2004-2005,2,Glen Johnson,England,DD,77
Chelsea,2007-2008,21,Salomon Kalou,Ivory Coast,BU|AG|MG,77
Chelsea,2017-2018,1,Willy Caballero,Argentina,G,77
Chelsea,2025-2026,4,Benoit Badiashile,France,DC,77
Chelsea,2004-2005,29,Robert Huth,Germany,DC,76
Chelsea,2007-2008,18,Wayne Bridge,England,DG,76
Chelsea,2007-2008,20,Paulo Ferreira,Portugal,DD,76
Chelsea,2017-2018,21,Davide Zappacosta,Italy,DD,76
Chelsea,2019-2020,9,Tammy Abraham,England,BU,76
Chelsea,2019-2020,21,Emerson,Italy,DG,76
Chelsea,2020-2021,15,Reece James,England,DD,76
Chelsea,2023-2024,15,Nicolas Jackson,Senegal,BU,76
Chelsea,2025-2026,20,Liam Delap,England,BU,76
Chelsea,2019-2020,4,Fikayo Tomori,England,DC,75
Chelsea,2024-2025,26,Malo Gusto,France,DD,74
Chelsea,2015-2016,27,Kenedy,Brazil,DG,72
Chelsea,2023-2024,26,Malo Gusto,France,DD,71
Chelsea,2019-2020,15,Reece James,England,DD,68
