Club,Saison,Numero,Joueur,Nationalite,Postes,Note
Arsenal,2008-2009,1,Manuel Almunia,Spain,G,79
Arsenal,2008-2009,14,Theo Walcott,England,BU|MD|AD|MG,79
Arsenal,2008-2009,27,Emmanuel Eboue,Ivory Coast,DD|MC|MD,78
Arsenal,2008-2009,26,Nicklas Bendtner,Denmark,BU,77
Arsenal,2008-2009,18,Mikael Silvestre,France,DC,76
Arsenal,2008-2009,12,Carlos Vela,Mexico,BU,76
Arsenal,2008-2009,15,Denilson,Brazil,MC,76
Arsenal,2009-2010,4,Francesc Fabregas,Spain,MC,87
Arsenal,2009-2010,11,Robin van Persie,Netherlands,BU|AD,85
Arsenal,2009-2010,23,Andrey Arshavin,Russia,MG|AG,85
Arsenal,2009-2010,10,William Gallas,France,DC,84
Arsenal,2009-2010,22,Gael Clichy,France,DG,83
Arsenal,2009-2010,3,Bacary Sagna,France,DD,83
Arsenal,2009-2010,8,Samir Nasri,France,MG|MOC|MC,83
Arsenal,2009-2010,7,Tomas Rosicky,Czechia,MOC|MD,82
Arsenal,2009-2010,9,Eduardo,Croatia,BU,82
Arsenal,2009-2010,1,Almunia,Spain,G,81
Arsenal,2009-2010,14,Theo Walcott,England,BU|MD|AD|MG,81
Arsenal,2009-2010,5,Thomas Vermaelen,Belgium,DC|DG,79
Arsenal,2009-2010,17,Alexandre Song,Cameroon,MC,79
Arsenal,2009-2010,27,Emmanuel Eboue,Ivory Coast,DD|MC|MD,78
Arsenal,2009-2010,20,Johan Djourou,Switzerland,DC,78
Arsenal,2009-2010,2,Abou Diaby,France,MC,78
Arsenal,2009-2010,52,Nicklas Bendtner,Denmark,BU,78
Arsenal,2009-2010,15,Denilson,Brazil,MC,78
Arsenal,2010-2011,23,Andrey Arshavin,Russia,MG|AG,86
Arsenal,2010-2011,4,Francesc Fabregas,Spain,MC,86
Arsenal,2010-2011,10,Robin van Persie,Netherlands,BU|AD,85
Arsenal,2010-2011,8,Samir Nasri,France,MG|MOC|MC,84
Arsenal,2010-2011,5,Thomas Vermaelen,Belgium,DC|DG,83
Arsenal,2010-2011,7,Tomas Rosicky,Czechia,MOC|MD,82
Arsenal,2010-2011,29,Marouane Chamakh,Morocco,BU,82
Arsenal,2010-2011,17,Alexandre Song,Cameroon,MC,82
Arsenal,2010-2011,3,Bacary Sagna,France,DD,82
Arsenal,2010-2011,18,Sebastien Squillaci,France,DC,81
Arsenal,2010-2011,22,Gael Clichy,France,DG,81
Arsenal,2010-2011,14,Theo Walcott,England,BU|MD|AD|MG,81
Arsenal,2010-2011,2,Abou Diaby,France,MC,79
Arsenal,2010-2011,52,Nicklas Bendtner,Denmark,BU,79
Arsenal,2010-2011,15,Denilson,Brazil,MC,79
Arsenal,2010-2011,20,Johan Djourou,Switzerland,DC,78
Arsenal,2010-2011,1,Manuel Almunia,Spain,G,77
Arsenal,2010-2011,27,Emmanuel Eboue,Ivory Coast,DD|MC|MD,77
Arsenal,2011-2012,10,Robin van Persie,Netherlands,BU|AD,88
Arsenal,2011-2012,3,Bacary Sagna,France,DD,83
Arsenal,2011-2012,5,Thomas Vermaelen,Belgium,DC|DG,82
Arsenal,2011-2012,17,Alexandre Song,Cameroon,MC,82
Arsenal,2011-2012,14,Theo Walcott,England,BU|MD|AD|MG,82
Arsenal,2011-2012,27,Gervinho,Ivory Coast,AG,82
Arsenal,2011-2012,19,Jack Wilshere,England,MC,82
Arsenal,2011-2012,8,Mikel Arteta,Spain,MC|MDC,81
Arsenal,2011-2012,4,Per Mertesacker,Germany,DC,81
Arsenal,2011-2012,23,Andrei Arshavin,Russia,AG,81
Arsenal,2011-2012,6,Laurent Koscielny,France,DC,80
Arsenal,2011-2012,13,Wojciech Szczesny,Poland,G,80
Arsenal,2011-2012,7,Tomas Rosicky,Czechia,MOC|MD,79
Arsenal,2011-2012,30,Yossi Benayoun,Israel,MOC,79
Arsenal,2011-2012,16,Aaron Ramsey,Wales,MOC|MC|MDC|AD,79
Arsenal,2011-2012,29,Marouane Chamakh,Morocco,BU,77
Arsenal,2011-2012,20,Johan Djourou,Switzerland,DC,76
Arsenal,2011-2012,2,Abou Diaby,France,MC,76
Arsenal,2012-2013,19,Santiago Cazorla,Spain,MOC|MD|MC|MDC,85
Arsenal,2012-2013,8,Mikel Arteta,Spain,MC|MDC,82
Arsenal,2012-2013,10,Jack Wilshere,England,MC,82
Arsenal,2012-2013,9,Lukas Podolski,Germany,AG|MG,81
Arsenal,2012-2013,5,Thomas Vermaelen,Belgium,DC|DG,81
Arsenal,2012-2013,14,Theo Walcott,England,BU|MD|AD|MG,81
Arsenal,2012-2013,6,Laurent Koscielny,France,DC,81
Arsenal,2012-2013,7,Tomas Rosicky,Czechia,MOC|MD,80
Arsenal,2012-2013,4,Per Mertesacker,Germany,DC,80
Arsenal,2012-2013,3,Bacary Sagna,France,DD,80
Arsenal,2012-2013,27,Gervinho,Ivory Coast,AG,80
Arsenal,2012-2013,12,Olivier Giroud,France,BU,80
Arsenal,2012-2013,1,Wojciech Szczesny,Poland,G,80
Arsenal,2012-2013,23,Andrei Arshavin,Russia,AG,79
Arsenal,2012-2013,17,Nacho Monreal,Spain,DG,78
Arsenal,2012-2013,28,Kieran Gibbs,England,DG,78
Arsenal,2012-2013,2,Abou Diaby,France,MC,77
Arsenal,2012-2013,16,Aaron Ramsey,Wales,MOC|MC|MDC|AD,77
Arsenal,2012-2013,15,Alex Oxlade-Chamberlain,England,AD|MD|DD,77
Arsenal,2013-2014,11,Mesut Ozil,Germany,MOC|AD,87
Arsenal,2013-2014,19,Santiago Cazorla,Spain,MOC|MD|MC|MDC,84
Arsenal,2013-2014,4,Per Mertesacker,Germany,DC,82
Arsenal,2013-2014,6,Laurent Koscielny,France,DC,82
Arsenal,2013-2014,16,Aaron Ramsey,Wales,MOC|MC|MDC|AD,82
Arsenal,2013-2014,10,Jack Wilshere,England,MC,82
Arsenal,2013-2014,7,Tomas Rosicky,Czechia,MOC|MD,81
Arsenal,2013-2014,14,Theo Walcott,England,BU|MD|AD|MG,81
Arsenal,2013-2014,8,Mikel Arteta,Spain,MC|MDC,80
Arsenal,2013-2014,3,Bacary Sagna,France,DD,80
Arsenal,2013-2014,1,Wojciech Szczesny,Poland,G,80
Arsenal,2013-2014,20,Mathieu Flamini,France,MDC,79
Arsenal,2013-2014,5,Thomas Vermaelen,Belgium,DC|DG,79
Arsenal,2013-2014,12,Olivier Giroud,France,BU,79
Arsenal,2013-2014,28,Kieran Gibbs,England,DG,78
Arsenal,2013-2014,15,Alex Oxlade-Chamberlain,England,AD|MD|DD,78
Arsenal,2013-2014,9,Lukas Podolski,Germany,AG|MG,77
Arsenal,2013-2014,24,Abou Diaby,France,MC,76
Arsenal,2013-2014,17,Nacho Monreal,Spain,DG,76
Arsenal,2014-2015,11,Mesut Ozil,Germany,MOC|AD,86
Arsenal,2014-2015,19,Santiago Cazorla,Spain,MOC|MD|MC|MDC,85
Arsenal,2014-2015,17,Alexis Sanchez,Chile,AG|MD|MG,85
Arsenal,2014-2015,4,Per Mertesacker,Germany,DC,82
Arsenal,2014-2015,6,Laurent Koscielny,France,DC,82
Arsenal,2014-2015,16,Aaron Ramsey,Wales,MOC|MC|MDC|AD,82
Arsenal,2014-2015,10,Jack Wilshere,England,MC,81
Arsenal,2014-2015,7,Tomas Rosicky,Czechia,MOC|MD,80
Arsenal,2014-2015,2,Mathieu Debuchy,France,DD,80
Arsenal,2014-2015,14,Theo Walcott,England,BU|MD|AD|MG,80
Arsenal,2014-2015,12,Olivier Giroud,France,BU,80
Arsenal,2014-2015,8,Mikel Arteta,Spain,MC|MDC,79
Arsenal,2014-2015,23,Danny Welbeck,England,BU,78
Arsenal,2014-2015,1,Wojciech Szczesny,Poland,G,78
Arsenal,2014-2015,15,Alex Oxlade-Chamberlain,England,AD|MD|DD,78
Arsenal,2014-2015,9,Lukas Podolski,Germany,AG|MG,77
Arsenal,2014-2015,13,David Ospina,Colombia,G,77
Arsenal,2014-2015,18,Nacho Monreal,Spain,DG,77
Arsenal,2014-2015,3,Kieran Gibbs,England,DG,77
Arsenal,2014-2015,5,Gabriel Paulista,Brazil,DC,77
Arsenal,2015-2016,11,Mesut Ozil,Germany,MOC|AD,88
Arsenal,2015-2016,33,Petr Cech,Czechia,G,86
Arsenal,2015-2016,17,Alexis Sanchez,Chile,AG|MD|MG,86
Arsenal,2015-2016,19,Santiago Cazorla,Spain,MOC|MD|MC|MDC,85
Arsenal,2015-2016,6,Laurent Koscielny,France,DC,84
Arsenal,2015-2016,4,Per Mertesacker,Germany,DC,83
Arsenal,2015-2016,12,Olivier Giroud,France,BU,82
Arsenal,2015-2016,16,Aaron Ramsey,Wales,MOC|MC|MDC|AD,82
Arsenal,2015-2016,14,Theo Walcott,England,BU|MD|AD|MG,81
Arsenal,2015-2016,10,Jack Wilshere,England,MC,81
Arsenal,2015-2016,18,Nacho Monreal,Spain,DG,80
Arsenal,2015-2016,7,Tomas Rosicky,Czechia,MOC|MD,79
Arsenal,2015-2016,2,Mathieu Debuchy,France,DD,79
Arsenal,2015-2016,3,Kieran Gibbs,England,DG,79
Arsenal,2015-2016,23,Danny Welbeck,England,BU,79
Arsenal,2015-2016,34,Francis Coquelin,France,MDC,79
Arsenal,2015-2016,8,Mikel Arteta,Spain,MC|MDC,78
Arsenal,2015-2016,13,David Ospina,Colombia,G,78
Arsenal,2015-2016,15,Alex Oxlade-Chamberlain,England,AD|MD|DD,78
Arsenal,2015-2016,5,Gabriel Paulista,Brazil,DC,78
Arsenal,2016-2017,11,Mesut Ozil,Germany,MOC|AD,89
Arsenal,2016-2017,33,Petr Cech,Czechia,G,88
Arsenal,2016-2017,7,Alexis Sanchez,Chile,AG|MD|MG,88
Arsenal,2016-2017,19,Santiago Cazorla,Spain,MOC|MD|MC|MDC,85
Arsenal,2016-2017,6,Laurent Koscielny,France,DC,85
Arsenal,2016-2017,20,Shkodran Mustafi,Germany,DC,84
Arsenal,2016-2017,12,Olivier Giroud,France,BU,83
Arsenal,2016-2017,8,Aaron Ramsey,Wales,MOC|MC|MDC|AD,83
Arsenal,2016-2017,4,Per Mertesacker,Germany,DC,82
Arsenal,2016-2017,10,Jack Wilshere,England,MC,82
Arsenal,2016-2017,29,Granit Xhaka,Switzerland,MDC,82
Arsenal,2016-2017,14,Theo Walcott,England,BU|MD|AD|MG,81
Arsenal,2016-2017,9,Lucas Perez,Spain,BU,81
Arsenal,2016-2017,18,Nacho Monreal,Spain,DG,80
Arsenal,2016-2017,23,Danny Welbeck,England,BU,80
Arsenal,2016-2017,15,Alex Oxlade-Chamberlain,England,AD|MD|DD,80
Arsenal,2016-2017,24,Hector Bellerin,Spain,DD,80
Arsenal,2016-2017,2,Mathieu Debuchy,France,DD,79
Arsenal,2016-2017,13,David Ospina,Colombia,G,79
Arsenal,2017-2018,7,Alexis Sanchez,Chile,AG|MD|MG,88
Arsenal,2017-2018,11,Mesut Ozil,Germany,MOC|AD,87
Arsenal,2017-2018,14,Pierre-Emerick Aubameyang,Gabon,BU|AG|MG,87
Arsenal,2017-2018,33,Petr Cech,Czechia,G,84
Arsenal,2017-2018,30,Henrikh Mkhitaryan,Armenia,AG|AD|MD,84
Arsenal,2017-2018,9,Alexandre Lacazette,France,BU,84
Arsenal,2017-2018,6,Laurent Koscielny,France,DC,83
Arsenal,2017-2018,8,Aaron Ramsey,Wales,MOC|MC|MDC|AD,83
Arsenal,2017-2018,20,Shkodran Mustafi,Germany,DC,83
Arsenal,2017-2018,12,Olivier Giroud,France,BU,82
Arsenal,2017-2018,29,Granit Xhaka,Switzerland,MDC,82
Arsenal,2017-2018,10,Jack Wilshere,England,MC,81
Arsenal,2017-2018,15,Alex Oxlade-Chamberlain,England,AD|MD|DD,81
Arsenal,2017-2018,31,Sead Kolasinac,Bosnie,DG,81
Arsenal,2017-2018,4,Per Mertesacker,Germany,DC,80
Arsenal,2017-2018,19,Santiago Cazorla,Spain,MOC|MD|MC|MDC,80
Arsenal,2017-2018,18,Nacho Monreal,Spain,DG,80
Arsenal,2017-2018,24,Hector Bellerin,Spain,DD,80
Arsenal,2018-2019,14,Pierre-Emerick Aubameyang,Gabon,BU|AG|MG,87
Arsenal,2018-2019,11,Mesut Ozil,Germany,MOC|AD,86
Arsenal,2018-2019,9,Alexandre Lacazette,France,BU,84
Arsenal,2018-2019,7,Henrikh Mkhitaryan,Armenia,AG|AD|MD,84
Arsenal,2018-2019,6,Laurent Koscielny,France,DC,82
Arsenal,2018-2019,8,Aaron Ramsey,Wales,MOC|MC|MDC|AD,82
Arsenal,2018-2019,29,Granit Xhaka,Switzerland,MDC,82
Arsenal,2018-2019,20,Shkodran Mustafi,Germany,DC,81
Arsenal,2018-2019,23,Danny Welbeck,England,BU,77
Arsenal,2018-2019,27,Alex Iwobi,Nigeria,AG,77
Arsenal,2018-2019,24,Hector Bellerin,Spain,DD,79
Arsenal,2018-2019,18,Nacho Monreal,Spain,DG,78
Arsenal,2018-2019,1,Petr Cech,Czechia,G,82
Arsenal,2018-2019,35,Mohamed Elneny,Egypt,MDC,76
Arsenal,2018-2019,28,Lucas Perez,Spain,BU,79
Arsenal,2018-2019,3,Sead Kolasinac,Bosnie,DG,80
Arsenal,2019-2020,14,Pierre-Emerick Aubameyang,Gabon,BU|AG|MG,88
Arsenal,2019-2020,1,Bernd Leno,Germany,G,85
Arsenal,2019-2020,9,Alexandre Lacazette,France,BU,84
Arsenal,2019-2020,10,Mesut Ozil,Germany,MOC|AD,83
Arsenal,2019-2020,19,Nicolas Pepe,Ivory Coast,MD,82
Arsenal,2019-2020,5,Sokratis Papastathopoulos,Grece,DC,81
Arsenal,2019-2020,23,David Luiz,Brazil,DC,81
Arsenal,2019-2020,7,Henrikh Mkhitaryan,Armenie,AG|AD|MD,81
Arsenal,2019-2020,8,Dani Ceballos,Spain,MDC,81
Arsenal,2019-2020,11,Lucas Torreira,Uruguay,MDC,81
Arsenal,2019-2020,34,Granit Xhaka,Switzerland,MDC,80
Arsenal,2019-2020,18,Nacho Monreal,Spain,DG,79
Arsenal,2019-2020,20,Shkodran Mustafi,Germany,DC,79
Arsenal,2019-2020,2,Hector Bellerin,Spain,DD,79
Arsenal,2019-2020,31,Sead Kolasinac,Bosnie,DG,77
Arsenal,2019-2020,3,Kieran Tierney,Ecosse,DG,77
Arsenal,2020-2021,14,Pierre-Emerick Aubameyang,Gabon,BU|AG|MG,87
Arsenal,2020-2021,1,Bernd Leno,Germany,G,84
Arsenal,2020-2021,9,Alexandre Lacazette,France,BU,82
Arsenal,2020-2021,34,Granit Xhaka,Switzerland,MDC,81
Arsenal,2020-2021,19,Nicolas Pepe,Ivory Coast,MD,82
Arsenal,2020-2021,4,Ben White,England,DC|DD,76
Arsenal,2020-2021,5,Thomas Partey,Ghana,MDC,82
Arsenal,2020-2021,6,Gabriel Magalhaes,Brazil,DC,78
Arsenal,2020-2021,8,Dani Ceballos,Spain,MDC,79
Arsenal,2020-2021,10,Willian,Brazil,MD,82
Arsenal,2020-2021,11,Emile Smith Rowe,England,MOC,72
Arsenal,2020-2021,2,Hector Bellerin,Spain,DD,78
Arsenal,2020-2021,3,Kieran Tierney,Ecosse,DG,79
Arsenal,2020-2021,18,Nacho Monreal,Spain,DG,76
Arsenal,2020-2021,7,Bukayo Saka,England,MG,74
Arsenal,2020-2021,12,Rob Holding,England,DC,74
Arsenal,2021-2022,1,Aaron Ramsdale,England,G,79
Arsenal,2021-2022,4,Ben White,England,DC|DD,78
Arsenal,2021-2022,6,Gabriel Magalhaes,Brazil,DC,79
Arsenal,2021-2022,5,Thomas Partey,Ghana,MDC,82
Arsenal,2021-2022,34,Granit Xhaka,Switzerland,MDC,81
Arsenal,2021-2022,7,Bukayo Saka,England,MD,79
Arsenal,2021-2022,35,Gabriel Martinelli,Brazil,MG,74
Arsenal,2021-2022,9,Alexandre Lacazette,France,BU,80
Arsenal,2021-2022,3,Kieran Tierney,Ecosse,DG,80
Arsenal,2021-2022,12,Rob Holding,England,DC,75
Arsenal,2021-2022,21,Nuno Tavares,Portugal,DG,71
Arsenal,2021-2022,18,Takehiro Tomiyasu,Japon,DD,76
Arsenal,2021-2022,41,Albert Sambi Lokonga,Belgique,MC,73
Arsenal,2021-2022,15,Mohamed Elneny,Egypte,MDC,74
Arsenal,2021-2022,25,Emile Smith Rowe,England,MOC,78
Arsenal,2021-2022,14,Eddie Nketiah,England,BU,71
Arsenal,2022-2023,1,Aaron Ramsdale,England,G,82
Arsenal,2022-2023,4,Ben White,England,DC|DD,80
Arsenal,2022-2023,6,Gabriel Magalhaes,Brazil,DC,81
Arsenal,2022-2023,5,Thomas Partey,Ghana,MDC,82
Arsenal,2022-2023,34,Granit Xhaka,Switzerland,MDC,82
Arsenal,2022-2023,7,Bukayo Saka,England,MD,83
Arsenal,2022-2023,11,Gabriel Martinelli,Brazil,MG,81
Arsenal,2022-2023,9,Gabriel Jesus,Brazil,BU,83
Arsenal,2022-2023,8,Martin Odegaard,Norvege,MDC|MOC,83
Arsenal,2022-2023,3,Kieran Tierney,Ecosse,DG,80
Arsenal,2022-2023,18,Takehiro Tomiyasu,Japon,DD,78
Arsenal,2022-2023,21,Fabio Vieira,Portugal,MOC,76
Arsenal,2022-2023,20,Jorginho,Italie,MDC,82
Arsenal,2022-2023,41,Oleksandr Zinchenko,Ukraine,DG,80
Arsenal,2022-2023,15,Mohamed Elneny,Egypte,MDC,74
Arsenal,2022-2023,33,William Saliba,France,DC,79
Arsenal,2023-2024,1,David Raya,Espagne,G,82
Arsenal,2023-2024,4,Ben White,England,DC|DD,82
Arsenal,2023-2024,6,Gabriel Magalhaes,Brazil,DC,83
Arsenal,2023-2024,33,William Saliba,France,DC,84
Arsenal,2023-2024,5,Thomas Partey,Ghana,MDC,82
Arsenal,2023-2024,34,Declan Rice,England,MDC,84
Arsenal,2023-2024,7,Bukayo Saka,England,MD,87
Arsenal,2023-2024,11,Gabriel Martinelli,Brazil,MG,83
Arsenal,2023-2024,9,Gabriel Jesus,Brazil,BU,82
Arsenal,2023-2024,8,Martin Odegaard,Norvege,MDC|MOC,87
Arsenal,2023-2024,3,Kieran Tierney,Ecosse,DG,78
Arsenal,2023-2024,18,Takehiro Tomiyasu,Japon,DD,78
Arsenal,2023-2024,41,Oleksandr Zinchenko,Ukraine,DG,81
Arsenal,2023-2024,20,Jorginho,Italie,MDC,81
Arsenal,2023-2024,15,Jakub Kiwior,Pologne,DC,77
Arsenal,2023-2024,19,Leandro Trossard,Belgique,MG,81
Arsenal,2024-2025,1,David Raya,Espagne,G,84
Arsenal,2024-2025,4,Ben White,England,DC|DD,82
Arsenal,2024-2025,6,Gabriel Magalhaes,Brazil,DC,85
Arsenal,2024-2025,33,William Saliba,France,DC,86
Arsenal,2024-2025,5,Thomas Partey,Ghana,MDC,80
Arsenal,2024-2025,34,Declan Rice,England,MDC,87
Arsenal,2024-2025,7,Bukayo Saka,England,MD,88
Arsenal,2024-2025,11,Gabriel Martinelli,Brazil,MG,82
Arsenal,2024-2025,9,Kai Havertz,Allemagne,BU,83
Arsenal,2024-2025,8,Martin Odegaard,Norvege,MDC|MOC,87
Arsenal,2024-2025,3,Riccardo Calafiori,Italie,DG,79
Arsenal,2024-2025,18,Takehiro Tomiyasu,Japon,DD,78
Arsenal,2024-2025,41,Oleksandr Zinchenko,Ukraine,DG,79
Arsenal,2024-2025,20,Jorginho,Italie,MDC,79
Arsenal,2024-2025,15,Jakub Kiwior,Pologne,DC,78
Arsenal,2024-2025,19,Leandro Trossard,Belgique,MG,82
Arsenal,2024-2025,21,Mikel Merino,Espagne,MC|BU,82
Arsenal,2025-2026,1,David Raya,Espagne,G,87
Arsenal,2025-2026,2,Jurrien Timber,Pays-Bas,DD,84
Arsenal,2025-2026,4,William Saliba,France,DC,88
Arsenal,2025-2026,6,Gabriel Magalhaes,Brazil,DC,89
Arsenal,2025-2026,3,Riccardo Calafiori,Italie,DG,82
Arsenal,2025-2026,41,Piero Hincapie,Equateur,DC,83
Arsenal,2025-2026,34,Declan Rice,England,MDC,88
Arsenal,2025-2026,22,Martin Zubimendi,Espagne,MDC,85
Arsenal,2025-2026,8,Martin Odegaard,Norvege,MDC|MOC,86
Arsenal,2025-2026,7,Bukayo Saka,England,MD,87
Arsenal,2025-2026,19,Leandro Trossard,Belgique,MG,83
Arsenal,2025-2026,9,Viktor Gyokeres,Suede,BU,86
Arsenal,2025-2026,11,Gabriel Martinelli,Brazil,MG,81
Arsenal,2025-2026,29,Kai Havertz,Allemagne,BU,82
Arsenal,2025-2026,25,Mikel Merino,Espagne,MC|BU,83
Arsenal,2025-2026,20,Jorginho,Italie,MDC,79
Arsenal,2025-2026,15,Christhian Mosquera,Espagne,DC,77
