Club,Saison,Numero,Joueur,Nationalite,Postes,Note
Liverpool,2006-2007,3,Steve Finnan,Republic of Ireland,DD,78
Liverpool,2006-2007,15,Peter Crouch,England,BU,78
Liverpool,2006-2007,9,Robbie Fowler,England,BU,77
Liverpool,2006-2007,32,Boudewijn Zenden,Netherlands,MG,77
Liverpool,2006-2007,12,Fabio Aurelio,Brazil,DG,77
Liverpool,2006-2007,16,Jermaine Pennant,England,MD,77
Liverpool,2007-2008,8,Steven Gerrard,England,MC|MD|MOC|BU|MDC,88
Liverpool,2007-2008,23,Jamie Carragher,England,DC,87
Liverpool,2007-2008,9,Fernando Torres,Spain,BU,86
Liverpool,2007-2008,18,Dirk Kuyt,Netherlands,BU|MD|MOC|AD,84
Liverpool,2007-2008,25,Jose Reina,Spain,G,84
Liverpool,2007-2008,14,Xabi Alonso,Spain,MC,84
Liverpool,2007-2008,6,John Arne Riise,Norway,DG|MG,82
Liverpool,2007-2008,5,Daniel Agger,Denmark,DC|DG,82
Liverpool,2007-2008,16,Jermaine Pennant,England,MD,81
Liverpool,2007-2008,19,Ryan Babel,Netherlands,MG|AG,81
Liverpool,2007-2008,11,Yossi Benayoun,Israel,MOC,80
Liverpool,2007-2008,10,Andrej Voronin,Ukraine,BU,80
Liverpool,2007-2008,3,Steve Finnan,Republic of Ireland,DD,79
Liverpool,2007-2008,20,Javier Mascherano,Argentina,MDC|MC,79
Liverpool,2007-2008,4,Sami Hyypia,Finland,DC,78
Liverpool,2007-2008,30,Charles Itandje,France,G,78
Liverpool,2007-2008,22,Mohamed Sissoko,Mali,MC|MDC,78
Liverpool,2007-2008,7,Harry Kewell,Australia,MG,76
Liverpool,2008-2009,8,Steven Gerrard,England,MC|MD|MOC|BU|MDC,88
Liverpool,2008-2009,9,Fernando Torres,Spain,BU,88
Liverpool,2008-2009,23,Jamie Carragher,England,DC,85
Liverpool,2008-2009,20,Javier Mascherano,Argentina,MDC|MC,85
Liverpool,2008-2009,25,Reina,Spain,G,84
Liverpool,2008-2009,7,Robbie Keane,Republic of Ireland,BU,83
Liverpool,2008-2009,14,Xabi Alonso,Spain,MC,82
Liverpool,2008-2009,5,Daniel Agger,Denmark,DC|DG,82
Liverpool,2008-2009,19,Ryan Babel,Netherlands,MG|AG,81
Liverpool,2008-2009,18,Dirk Kuyt,Netherlands,BU|MD|MOC|AD,80
Liverpool,2008-2009,37,Martin Skrtel,Slovakia,DC,80
Liverpool,2008-2009,11,Riera,Spain,MG,79
Liverpool,2008-2009,15,Yossi Benayoun,Israel,MOC,78
Liverpool,2008-2009,2,Andrea Dossena,Italy,DG,78
Liverpool,2008-2009,4,Sami Hyypia,Finland,DC,77
Liverpool,2008-2009,17,Arbeloa,Spain,DD,77
Liverpool,2008-2009,12,Fabio Aurelio,Brazil,DG,76
Liverpool,2008-2009,10,Andriy Voronin,Ukraine,BU,76
Liverpool,2008-2009,16,Jermaine Pennant,England,MD,76
Liverpool,2008-2009,21,Lucas,Brazil,MC|MDC,76
Liverpool,2008-2009,27,Philipp Degen,Switzerland,DD,75
Liverpool,2008-2009,1,Diego Cavalieri,Brazil,G,75
Liverpool,2009-2010,8,Steven Gerrard,England,MC|MD|MOC|BU|MDC,88
Liverpool,2009-2010,9,Fernando Torres,Spain,BU,88
Liverpool,2009-2010,23,Jamie Carragher,England,DC,85
Liverpool,2009-2010,20,Javier Mascherano,Argentina,MDC|MC,85
Liverpool,2009-2010,25,Pepe Reina,Spain,G,84
Liverpool,2009-2010,18,Dirk Kuyt,Netherlands,BU|MD|MOC|AD,83
Liverpool,2009-2010,4,Alberto Aquilani,Italy,MC,82
Liverpool,2009-2010,11,Riera,Spain,MG,82
Liverpool,2009-2010,37,Martin Skrtel,Slovakia,DC,82
Liverpool,2009-2010,5,Daniel Agger,Denmark,DC|DG,81
Liverpool,2009-2010,15,Yossi Benayoun,Israel,MOC,80
Liverpool,2009-2010,10,Andriy Voronin,Ukraine,BU,80
Liverpool,2009-2010,2,Glen Johnson,England,DD,80
Liverpool,2009-2010,19,Ryan Babel,Netherlands,MG|AG,80
Liverpool,2009-2010,12,Fabio Aurelio,Brazil,DG,78
Liverpool,2009-2010,16,Sotirios Kyrgiakos,Greece,DC,78
Liverpool,2009-2010,21,Lucas,Brazil,MC|MDC,78
Liverpool,2010-2011,8,Steven Gerrard,England,MC|MD|MOC|BU|MDC,86
Liverpool,2010-2011,9,Fernando Torres,Spain,BU,86
Liverpool,2010-2011,25,Jose Reina,Spain,G,85
Liverpool,2010-2011,23,Jamie Carragher,England,DC,82
Liverpool,2010-2011,5,Daniel Agger,Denmark,DC|DG,82
Liverpool,2010-2011,18,Dirk Kuyt,Netherlands,BU|MD|MOC|AD,81
Liverpool,2010-2011,10,Joe Cole,England,BU|MOC,80
Liverpool,2010-2011,2,Glen Johnson,England,DD,80
Liverpool,2010-2011,14,Milan Jovanovic,Serbia,MOC,80
Liverpool,2010-2011,4,Raul Meireles,Portugal,MC,80
Liverpool,2010-2011,37,Martin Skrtel,Slovakia,DC,80
Liverpool,2010-2011,16,Sotirios Kyrgiakos,Greece,DC,79
Liverpool,2010-2011,17,Maxi Rodriguez,Argentina,MD|AD,79
Liverpool,2010-2011,21,Lucas,Brazil,MC|MDC,78
Liverpool,2010-2011,28,Christian Poulsen,Denmark,MDC,77
Liverpool,2010-2011,19,Ryan Babel,Netherlands,MG|AG,77
Liverpool,2011-2012,8,Steven Gerrard,England,MC|MD|MOC|BU|MDC,86
Liverpool,2011-2012,7,Luis Suarez,Uruguay,BU,86
Liverpool,2011-2012,25,Jose Reina,Spain,G,85
Liverpool,2011-2012,5,Daniel Agger,Denmark,DC|DG,83
Liverpool,2011-2012,19,Stewart Downing,England,MG|AD,82
Liverpool,2011-2012,39,Craig Bellamy,Wales,BU|AG,80
Liverpool,2011-2012,2,Glen Johnson,England,DD,80
Liverpool,2011-2012,26,Charlie Adam,Scotland,MC,80
Liverpool,2011-2012,37,Martin Skrtel,Slovakia,DC,80
Liverpool,2011-2012,3,Jose Enrique,Spain,DG,80
Liverpool,2011-2012,21,Lucas,Brazil,MC|MDC,80
Liverpool,2011-2012,23,Jamie Carragher,England,DC,78
Liverpool,2011-2012,18,Dirk Kuyt,Netherlands,BU|MD|MOC|AD,78
Liverpool,2011-2012,9,Andy Carroll,England,BU,78
Liverpool,2011-2012,11,Maxi Rodriguez,Argentina,MD|AD,77
Liverpool,2011-2012,14,Jordan Henderson,England,MD|MC|MDC,77
Liverpool,2011-2012,34,Martin Kelly,England,DD,77
Liverpool,2012-2013,7,Luis Suarez,Uruguay,BU,86
Liverpool,2012-2013,8,Steven Gerrard,England,MC|MD|MOC|BU|MDC,83
Liverpool,2012-2013,25,Jose Reina,Spain,G,83
Liverpool,2012-2013,5,Daniel Agger,Denmark,DC|DG,83
Liverpool,2012-2013,37,Martin Skrtel,Slovakia,DC,82
Liverpool,2012-2013,4,Nuri Sahin,Turkey,MC,81
Liverpool,2012-2013,21,Lucas,Brazil,MC|MDC,81
Liverpool,2012-2013,15,Daniel Sturridge,England,BU,80
Liverpool,2012-2013,2,Glen Johnson,England,DD,79
Liverpool,2012-2013,3,Jose Enrique,Spain,DG,79
Liverpool,2012-2013,19,Stewart Downing,England,MG|AD,78
Liverpool,2012-2013,10,Philippe Coutinho,Brazil,MG|MOC|AG|MC,78
Liverpool,2012-2013,10,Joe Cole,England,BU|MOC,77
Liverpool,2012-2013,24,Joe Allen,Wales,MC,77
Liverpool,2012-2013,23,Jamie Carragher,England,DC,76
Liverpool,2012-2013,34,Martin Kelly,England,DD,76
Liverpool,2012-2013,11,Oussama Assaidi,Morocco,AG,76
Liverpool,2012-2013,31,Raheem Sterling,England,AG|BU,76
Liverpool,2012-2013,29,Fabio Borini,Italy,AG,75
Liverpool,2013-2014,7,Luis Suarez,Uruguay,BU,89
Liverpool,2013-2014,8,Steven Gerrard,England,MC|MD|MOC|BU|MDC,83
Liverpool,2013-2014,15,Daniel Sturridge,England,BU,83
Liverpool,2013-2014,22,Simon Mignolet,Belgium,G,82
Liverpool,2013-2014,5,Daniel Agger,Denmark,DC|DG,81
Liverpool,2013-2014,37,Martin Skrtel,Slovakia,DC,81
Liverpool,2013-2014,17,Mamadou Sakho,France,DC,81
Liverpool,2013-2014,10,Philippe Coutinho,Brazil,MG|MOC|AG|MC,81
Liverpool,2013-2014,21,Lucas,Brazil,MC|MDC,80
Liverpool,2013-2014,4,Kolo Toure,Ivory Coast,DC,79
Liverpool,2013-2014,3,Jose Enrique,Spain,DG,79
Liverpool,2013-2014,31,Raheem Sterling,England,AG|BU,79
Liverpool,2013-2014,2,Glen Johnson,England,DD,78
Liverpool,2013-2014,14,Jordan Henderson,England,MD|MC|MDC,78
Liverpool,2013-2014,24,Joe Allen,Wales,MC,77
Liverpool,2013-2014,9,Iago Aspas,Spain,BU,76
Liverpool,2013-2014,12,Victor Moses,Nigeria,MD,75
Liverpool,2014-2015,15,Daniel Sturridge,England,BU,83
Liverpool,2014-2015,10,Philippe Coutinho,Brazil,MG|MOC|AG|MC,82
Liverpool,2014-2015,8,Steven Gerrard,England,MC|MD|MOC|BU|MDC,81
Liverpool,2014-2015,5,Daniel Agger,Denmark,DC|DG,80
Liverpool,2014-2015,37,Martin Skrtel,Slovakia,DC,80
Liverpool,2014-2015,22,Simon Mignolet,Belgium,G,80
Liverpool,2014-2015,20,Adam Lallana,England,AD|MD|MC,80
Liverpool,2014-2015,17,Mamadou Sakho,France,DC,80
Liverpool,2014-2015,45,Mario Balotelli,Italy,BU,80
Liverpool,2014-2015,31,Raheem Sterling,England,AG|BU,80
Liverpool,2014-2015,21,Lucas,Brazil,MC|MDC,79
Liverpool,2014-2015,14,Jordan Henderson,England,MD|MC|MDC,79
Liverpool,2014-2015,6,Dejan Lovren,Croatia,DC,79
Liverpool,2014-2015,18,Alberto Moreno,Spain,DG,79
Liverpool,2014-2015,50,Lazar Markovic,Serbia,MD,78
Liverpool,2014-2015,4,Kolo Toure,Ivory Coast,DC,77
Liverpool,2014-2015,9,Rickie Lambert,England,BU,76
Liverpool,2014-2015,24,Joe Allen,Wales,MC,76
Liverpool,2015-2016,10,Philippe Coutinho,Brazil,MG|MOC|AG|MC,84
Liverpool,2015-2016,15,Daniel Sturridge,England,BU,83
Liverpool,2015-2016,11,Roberto Firmino,Brazil,MOC|AD|BU,82
Liverpool,2015-2016,37,Martin Skrtel,Slovakia,DC,81
Liverpool,2015-2016,17,Mamadou Sakho,France,DC,81
Liverpool,2015-2016,7,James Milner,England,MDC|DG|MC,80
Liverpool,2015-2016,20,Adam Lallana,England,AD|MD|MC,80
Liverpool,2015-2016,9,Christian Benteke,Belgium,BU,80
Liverpool,2015-2016,2,Nathaniel Clyne,England,DD,80
Liverpool,2015-2016,21,Lucas,Brazil,MC|MDC,79
Liverpool,2015-2016,14,Jordan Henderson,England,MD|MC|MDC,79
Liverpool,2015-2016,6,Dejan Lovren,Croatia,DC,79
Liverpool,2015-2016,4,Kolo Toure,Ivory Coast,DC,78
Liverpool,2015-2016,22,Simon Mignolet,Belgium,G,78
Liverpool,2015-2016,18,Alberto Moreno,Spain,DG,77
Liverpool,2015-2016,50,Lazar Markovic,Serbia,MD,77
Liverpool,2015-2016,24,Joe Allen,Wales,MC,76
Liverpool,2015-2016,19,Steven Caulker,England,DC,76
Liverpool,2015-2016,28,Danny Ings,England,BU,76
Liverpool,2015-2016,27,Divock Origi,Belgium,BU,76
Liverpool,2016-2017,10,Philippe Coutinho,Brazil,MG|MOC|AG|MC,86
Liverpool,2016-2017,15,Daniel Sturridge,England,BU,83
Liverpool,2016-2017,20,Adam Lallana,England,AD|MD|MC,83
Liverpool,2016-2017,32,Joel Matip,Cameroon,DC,83
Liverpool,2016-2017,11,Roberto Firmino,Brazil,MOC|AD|BU,83
Liverpool,2016-2017,3,Mamadou Sakho,France,DC,82
Liverpool,2016-2017,14,Jordan Henderson,England,MD|MC|MDC,82
Liverpool,2016-2017,2,Nathaniel Clyne,England,DD,82
Liverpool,2016-2017,1,Loris Karius,Germany,G,82
Liverpool,2016-2017,19,Sadio Mane,Senegal,AD|AG,82
Liverpool,2016-2017,5,Georginio Wijnaldum,Netherlands,MC,81
Liverpool,2016-2017,45,Mario Balotelli,Italy,BU,81
Liverpool,2016-2017,6,Dejan Lovren,Croatia,DC,81
Liverpool,2016-2017,7,James Milner,England,MDC|DG|MC,80
Liverpool,2016-2017,22,Simon Mignolet,Belgium,G,80
Liverpool,2016-2017,21,Lucas,Brazil,MC|MDC,80
Liverpool,2016-2017,23,Emre Can,Germany,MC,79
Liverpool,2016-2017,27,Divock Origi,Belgium,BU,79
Liverpool,2016-2017,17,Ragnar Klavan,Estonia,DC,78
Liverpool,2017-2018,10,Philippe Coutinho,Brazil,MG|MOC|AG|MC,87
Liverpool,2017-2018,11,Mohamed Salah,Egypt,AD|MD,87
Liverpool,2017-2018,9,Roberto Firmino,Brazil,MOC|AD|BU,85
Liverpool,2017-2018,4,Virgil van Dijk,Netherlands,DC,84
Liverpool,2017-2018,19,Sadio Mane,Senegal,AD|AG,84
Liverpool,2017-2018,20,Adam Lallana,England,AD|MD|MC,82
Liverpool,2017-2018,5,Georginio Wijnaldum,Netherlands,MC,82
Liverpool,2017-2018,32,Joel Matip,Cameroon,DC,82
Liverpool,2017-2018,15,Daniel Sturridge,England,BU,81
Liverpool,2017-2018,14,Jordan Henderson,England,MD|MC|MDC,81
Liverpool,2017-2018,2,Nathaniel Clyne,England,DD,81
Liverpool,2017-2018,21,Alex Oxlade-Chamberlain,England,MD|MC,81
Liverpool,2017-2018,7,James Milner,England,MDC|DG|MC,80
Liverpool,2017-2018,22,Simon Mignolet,Belgium,G,80
Liverpool,2017-2018,3,Mamadou Sakho,France,DC,80
Liverpool,2017-2018,6,Dejan Lovren,Croatia,DC,80
Liverpool,2017-2018,1,Loris Karius,Germany,G,80
Liverpool,2017-2018,23,Emre Can,Germany,MC,80
Liverpool,2017-2018,26,Andrew Robertson,Scotland,DG,79
Liverpool,2018-2019,4,Virgil van Dijk,Netherlands,DC,89
Liverpool,2018-2019,11,Mohamed Salah,Egypt,AD|MD,89
Liverpool,2018-2019,10,Sadio Mane,Senegal,AD|AG,87
Liverpool,2018-2019,13,Alisson,Brazil,G,87
Liverpool,2018-2019,9,Roberto Firmino,Brazil,MOC|AD|BU,86
Liverpool,2018-2019,3,Fabinho,Brazil,MDC,85
Liverpool,2018-2019,5,Georginio Wijnaldum,Netherlands,MC,83
Liverpool,2018-2019,26,Andrew Robertson,Scotland,DG,83
Liverpool,2018-2019,8,Naby Keita,Guinea,MC,83
Liverpool,2018-2019,14,Jordan Henderson,England,MD|MC|MDC,82
Liverpool,2018-2019,23,Xherdan Shaqiri,Switzerland,AD,82
Liverpool,2018-2019,7,James Milner,England,MDC|DG|MC,81
Liverpool,2018-2019,6,Dejan Lovren,Croatia,DC,81
Liverpool,2018-2019,32,Joel Matip,Cameroon,DC,81
Liverpool,2018-2019,21,Alex Oxlade-Chamberlain,England,MD|MC,80
Liverpool,2018-2019,66,Trent Alexander-Arnold,England,DD,80
Liverpool,2018-2019,15,Daniel Sturridge,England,BU,79
Liverpool,2018-2019,20,Adam Lallana,England,AD|MD|MC,79
Liverpool,2018-2019,12,Joe Gomez,England,DC,78
Liverpool,2019-2020,4,Virgil van Dijk,Netherlands,DC,91
Liverpool,2019-2020,10,Sadio Mane,Senegal,AD|AG,90
Liverpool,2019-2020,11,Mohamed Salah,Egypt,AD|MD,90
Liverpool,2019-2020,1,Alisson,Brazil,G,90
Liverpool,2019-2020,9,Roberto Firmino,Brazil,MOC|AD|BU,88
Liverpool,2019-2020,3,Fabinho,Brazil,MDC,86
Liverpool,2019-2020,26,Andrew Robertson,Scotland,DG,86
Liverpool,2019-2020,5,Georginio Wijnaldum,Netherlands,MC,85
Liverpool,2019-2020,14,Jordan Henderson,England,MD|MC|MDC,85
Liverpool,2019-2020,66,Trent Alexander-Arnold,England,DD,85
Liverpool,2019-2020,32,Joel Matip,Cameroon,DC,83
Liverpool,2019-2020,8,Naby Keita,Guinea,MC,82
Liverpool,2019-2020,12,Joe Gomez,England,DC,82
Liverpool,2019-2020,7,James Milner,England,MDC|DG|MC,81
Liverpool,2019-2020,23,Xherdan Shaqiri,Switzerland,AD,81
Liverpool,2019-2020,6,Dejan Lovren,Croatia,DC,80
Liverpool,2019-2020,15,Alex Oxlade-Chamberlain,England,MD|MC,80
Liverpool,2019-2020,20,Adam Lallana,England,AD|MD|MC,78
Liverpool,2019-2020,27,Divock Origi,Belgium,BU,78
Liverpool,2019-2020,18,Takumi Minamino,Japan,MD,77
Liverpool,2020-2021,4,Virgil van Dijk,Netherlands,DC,90
Liverpool,2020-2021,11,Mohamed Salah,Egypt,AD|MD,90
Liverpool,2020-2021,1,Alisson,Brazil,G,89
Liverpool,2020-2021,10,Sadio Mane,Senegal,AD|AG,88
Liverpool,2020-2021,3,Fabinho,Brazil,MDC,87
Liverpool,2020-2021,26,Andrew Robertson,Scotland,DG,87
Liverpool,2020-2021,14,Jordan Henderson,England,MD|MC|MDC,86
Liverpool,2020-2021,66,Trent Alexander-Arnold,England,DD,86
Liverpool,2020-2021,6,Thiago Alcantara,Spain,MC,85
Liverpool,2020-2021,9,Roberto Firmino,Brazil,MOC|AD|BU,85
Liverpool,2020-2021,5,Georginio Wijnaldum,Netherlands,MC,84
Liverpool,2020-2021,32,Joel Matip,Cameroon,DC,83
Liverpool,2020-2021,12,Joe Gomez,England,DC,83
Liverpool,2020-2021,20,Diogo Jota,Portugal,AG|BU,82
Liverpool,2020-2021,8,Naby Keita,Guinea,MC,80
Liverpool,2020-2021,7,James Milner,England,MDC|DG|MC,79
Liverpool,2020-2021,23,Xherdan Shaqiri,Switzerland,AD,79
Liverpool,2020-2021,15,Alex Oxlade-Chamberlain,England,MD|MC,78
Liverpool,2020-2021,27,Divock Origi,Belgium,BU,76
Liverpool,2021-2022,11,Mohamed Salah,Egypt,AD|MD,91
Liverpool,2021-2022,4,Virgil van Dijk,Netherlands,DC,90
Liverpool,2021-2022,10,Sadio Mane,Senegal,AD|AG,89
Liverpool,2021-2022,1,Alisson,Brazil,G,89
Liverpool,2021-2022,3,Fabinho,Brazil,MDC,87
Liverpool,2021-2022,26,Andrew Robertson,Scotland,DG,87
Liverpool,2021-2022,66,Trent Alexander-Arnold,England,DD,87
Liverpool,2021-2022,6,Thiago Alcantara,Spain,MC,86
Liverpool,2021-2022,20,Diogo Jota,Portugal,AG|BU,85
Liverpool,2021-2022,32,Joel Matip,Cameroon,DC,84
Liverpool,2021-2022,14,Jordan Henderson,England,MD|MC|MDC,83
Liverpool,2021-2022,9,Roberto Firmino,Brazil,MOC|AD|BU,85
Liverpool,2021-2022,23,Luis Diaz,Colombia,AG|BU,84
Liverpool,2021-2022,12,Joe Gomez,England,DC,81
Liverpool,2021-2022,8,Naby Keita,Guinea,MC,80
Liverpool,2021-2022,5,Ibrahima Konate,France,DC,80
Liverpool,2021-2022,7,James Milner,England,MDC|DG|MC,78
Liverpool,2021-2022,15,Alex Oxlade-Chamberlain,England,MD|MC,78
Liverpool,2021-2022,21,Konstantinos Tsimikas,Greece,DG,77
Liverpool,2022-2023,11,Mohamed Salah,Egypt,AD|MD,89
Liverpool,2022-2023,1,Alisson,Brazil,G,89
Liverpool,2022-2023,4,Virgil van Dijk,Netherlands,DC,88
Liverpool,2022-2023,26,Andrew Robertson,Scotland,DG,86
Liverpool,2022-2023,3,Fabinho,Brazil,MDC,85
Liverpool,2022-2023,66,Trent Alexander-Arnold,England,DD,85
Liverpool,2022-2023,20,Diogo Jota,Portugal,AG|BU,84
Liverpool,2022-2023,18,Cody Gakpo,Netherlands,BU|MG,83
Liverpool,2022-2023,5,Ibrahima Konate,France,DC,81
Liverpool,2022-2023,14,Jordan Henderson,England,MD|MC|MDC,80
Liverpool,2022-2023,17,Curtis Jones,England,MC|MOC,77
Liverpool,2022-2023,6,Thiago Alcantara,Spain,MC,85
Liverpool,2022-2023,23,Luis Diaz,Colombia,AG|BU,84
Liverpool,2022-2023,9,Roberto Firmino,Brazil,MOC|AD|BU,83
Liverpool,2022-2023,27,Darwin Nunez,Uruguay,BU,82
Liverpool,2022-2023,32,Joel Matip,Cameroon,DC,81
Liverpool,2022-2023,2,Joe Gomez,England,DC,79
Liverpool,2022-2023,7,James Milner,England,MDC|DG|MC,78
Liverpool,2022-2023,15,Alex Oxlade-Chamberlain,England,MD|MC,77
Liverpool,2023-2024,4,Virgil van Dijk,Netherlands,DC,89
Liverpool,2023-2024,11,Mohamed Salah,Egypt,AD|MD,89
Liverpool,2023-2024,1,Alisson,Brazil,G,89
Liverpool,2023-2024,26,Andrew Robertson,Scotland,DG,86
Liverpool,2023-2024,66,Trent Alexander-Arnold,England,DD,86
Liverpool,2023-2024,10,Alexis Mac Allister,Argentina,MC|MDC,84
Liverpool,2023-2024,7,Luis Diaz,Colombia,AG|BU,84
Liverpool,2023-2024,18,Cody Gakpo,Netherlands,BU|MG,82
Liverpool,2023-2024,3,Wataru Endo,Japan,MDC,80
Liverpool,2023-2024,19,Harvey Elliott,England,MC|MOC,77
Liverpool,2023-2024,20,Diogo Jota,Portugal,AG|BU,85
Liverpool,2023-2024,5,Ibrahima Konate,France,DC,83
Liverpool,2023-2024,9,Darwin Nunez,Uruguay,BU,83
Liverpool,2023-2024,8,Dominik Szoboszlai,Hungary,MOC|DD,81
Liverpool,2023-2024,2,Joe Gomez,England,DC,80
Liverpool,2023-2024,17,Curtis Jones,England,MC|MOC,79
Liverpool,2023-2024,38,Ryan Gravenberch,Netherlands,MC|MDC,79
Liverpool,2023-2024,21,Konstantinos Tsimikas,Greece,DG,77
Liverpool,2023-2024,32,Joel Matip,Cameroon,DC,80
Liverpool,2024-2025,11,Mohamed Salah,Egypt,AD|MD,91
Liverpool,2024-2025,4,Virgil van Dijk,Netherlands,DC,90
Liverpool,2024-2025,1,Alisson,Brazil,G,89
Liverpool,2024-2025,66,Trent Alexander-Arnold,England,DD,86
Liverpool,2024-2025,10,Alexis Mac Allister,Argentina,MC|MDC,86
Liverpool,2024-2025,5,Ibrahima Konate,France,DC,85
Liverpool,2024-2025,7,Luis Diaz,Colombia,AG|BU,85
Liverpool,2024-2025,18,Cody Gakpo,Netherlands,BU|MG,84
Liverpool,2024-2025,38,Ryan Gravenberch,Netherlands,MC|MDC,84
Liverpool,2024-2025,26,Andrew Robertson,Scotland,DG,82
Liverpool,2024-2025,8,Dominik Szoboszlai,Hungary,MOC|DD,82
Liverpool,2024-2025,14,Federico Chiesa,Italy,MD,82
Liverpool,2024-2025,17,Curtis Jones,England,MC|MOC,80
Liverpool,2024-2025,9,Darwin Nunez,Uruguay,BU,80
Liverpool,2024-2025,3,Wataru Endo,Japan,MDC,79
Liverpool,2024-2025,62,Caoimhin Kelleher,Republic of Ireland,G,79
Liverpool,2024-2025,21,Konstantinos Tsimikas,Greece,DG,78
Liverpool,2024-2025,19,Harvey Elliott,England,MC|MOC,78
Liverpool,2024-2025,2,Joe Gomez,England,DC,80
Liverpool,2025-2026,11,Mohamed Salah,Egypt,AD|MD,89
Liverpool,2025-2026,4,Virgil van Dijk,Netherlands,DC,88
Liverpool,2025-2026,1,Alisson,Brazil,G,88
Liverpool,2025-2026,9,Alexander Isak,Sweden,BU,87
Liverpool,2025-2026,7,Florian Wirtz,Germany,MOC,87
Liverpool,2025-2026,8,Dominik Szoboszlai,Hungary,MOC|DD,86
Liverpool,2025-2026,38,Ryan Gravenberch,Netherlands,MC|MDC,86
Liverpool,2025-2026,10,Alexis Mac Allister,Argentina,MC|MDC,85
Liverpool,2025-2026,5,Ibrahima Konate,France,DC,84
Liverpool,2025-2026,18,Cody Gakpo,Netherlands,BU|MG,83
Liverpool,2025-2026,26,Andrew Robertson,Scotland,DG,81
Liverpool,2025-2026,25,Giorgi Mamardashvili,Georgia,G,83
Liverpool,2025-2026,30,Jeremie Frimpong,Netherlands,DD,82
Liverpool,2025-2026,6,Milos Kerkez,Hungary,DG,81
Liverpool,2025-2026,14,Federico Chiesa,Italy,MD,80
